company,ticker,date,price,index_price,price_indexed
Alphabet,GOOG,2016-08-19,775.42,285.2,271.8863955119215
Alphabet,GOOG,2016-08-18,777.5,285.2,272.6157082748948
Alphabet,GOOG,2016-08-17,779.91,285.2,273.46072931276296
Alphabet,GOOG,2016-08-16,777.14,285.2,272.48948106591865
Alphabet,GOOG,2016-08-15,782.44,285.2,274.34782608695656
Alphabet,GOOG,2016-08-12,783.22,285.2,274.6213183730716
Alphabet,GOOG,2016-08-11,784.85,285.2,275.1928471248247
Alphabet,GOOG,2016-08-10,784.68,285.2,275.13323983169704
Alphabet,GOOG,2016-08-09,784.26,285.2,274.98597475455824
Alphabet,GOOG,2016-08-08,781.76,285.2,274.109396914446
Alphabet,GOOG,2016-08-05,782.22,285.2,274.27068723702666
Alphabet,GOOG,2016-08-04,771.61,285.2,270.55049088359044
Alphabet,GOOG,2016-08-03,773.18,285.2,271.10098176718094
Alphabet,GOOG,2016-08-02,771.07,285.2,270.36115007012626
Alphabet,GOOG,2016-08-01,772.88,285.2,270.9957924263675
Alphabet,GOOG,2016-07-29,768.79,285.2,269.5617110799439
Alphabet,GOOG,2016-07-28,745.91,285.2,261.53927068723704
Alphabet,GOOG,2016-07-27,741.77,285.2,260.08765778401124
Alphabet,GOOG,2016-07-26,738.42,285.2,258.9130434782609
Alphabet,GOOG,2016-07-25,739.77,285.2,259.3863955119215
Alphabet,GOOG,2016-07-22,742.74,285.2,260.42776998597475
Alphabet,GOOG,2016-07-21,738.63,285.2,258.9866760168303
Alphabet,GOOG,2016-07-20,741.19,285.2,259.88429172510524
Alphabet,GOOG,2016-07-19,736.96,285.2,258.4011220196354
Alphabet,GOOG,2016-07-18,733.78,285.2,257.2861150070126
Alphabet,GOOG,2016-07-15,719.85,285.2,252.40182328190747
Alphabet,GOOG,2016-07-14,720.95,285.2,252.78751753155683
Alphabet,GOOG,2016-07-13,716.98,285.2,251.39551192145865
Alphabet,GOOG,2016-07-12,720.64,285.2,252.6788218793829
Alphabet,GOOG,2016-07-11,715.09,285.2,250.73281907433383
Alphabet,GOOG,2016-07-08,705.63,285.2,247.41584852734925
Alphabet,GOOG,2016-07-07,695.36,285.2,243.81486676016831
Alphabet,GOOG,2016-07-06,697.77,285.2,244.65988779803646
Alphabet,GOOG,2016-07-05,694.49,285.2,243.50981767180926
Alphabet,GOOG,2016-07-01,699.21,285.2,245.1647966339411
Alphabet,GOOG,2016-06-30,692.1,285.2,242.67180925666202
Alphabet,GOOG,2016-06-29,684.11,285.2,239.87026647966343
Alphabet,GOOG,2016-06-28,680.04,285.2,238.4431977559607
Alphabet,GOOG,2016-06-27,668.26,285.2,234.31276297335205
Alphabet,GOOG,2016-06-24,675.22,285.2,236.75315568022444
Alphabet,GOOG,2016-06-23,701.87,285.2,246.0974754558205
Alphabet,GOOG,2016-06-22,697.46,285.2,244.55119214586256
Alphabet,GOOG,2016-06-21,695.94,285.2,244.01823281907434
Alphabet,GOOG,2016-06-20,693.71,285.2,243.23632538569427
Alphabet,GOOG,2016-06-17,691.72,285.2,242.53856942496498
Alphabet,GOOG,2016-06-16,710.36,285.2,249.07433380084152
Alphabet,GOOG,2016-06-15,718.92,285.2,252.0757363253857
Alphabet,GOOG,2016-06-14,718.27,285.2,251.8478260869565
Alphabet,GOOG,2016-06-13,718.36,285.2,251.87938288920057
Alphabet,GOOG,2016-06-10,719.41,285.2,252.2475455820477
Alphabet,GOOG,2016-06-09,728.58,285.2,255.46283309957926
Alphabet,GOOG,2016-06-08,728.28,285.2,255.35764375876576
Alphabet,GOOG,2016-06-07,716.65,285.2,251.2798036465638
Alphabet,GOOG,2016-06-06,716.55,285.2,251.24474053295933
Alphabet,GOOG,2016-06-03,722.34,285.2,253.27489481065922
Alphabet,GOOG,2016-06-02,730.4,285.2,256.10098176718094
Alphabet,GOOG,2016-06-01,734.15,285.2,257.4158485273492
Alphabet,GOOG,2016-05-31,735.72,285.2,257.9663394109397
Alphabet,GOOG,2016-05-27,732.66,285.2,256.89340813464236
Alphabet,GOOG,2016-05-26,724.12,285.2,253.8990182328191
Alphabet,GOOG,2016-05-25,725.27,285.2,254.30224403927068
Alphabet,GOOG,2016-05-24,720.09,285.2,252.4859747545582
Alphabet,GOOG,2016-05-23,704.24,285.2,246.92847124824686
Alphabet,GOOG,2016-05-20,709.74,285.2,248.8569424964937
Alphabet,GOOG,2016-05-19,700.32,285.2,245.5539971949509
Alphabet,GOOG,2016-05-18,706.63,285.2,247.76647966339414
Alphabet,GOOG,2016-05-17,706.23,285.2,247.62622720897616
Alphabet,GOOG,2016-05-16,716.49,285.2,251.22370266479663
Alphabet,GOOG,2016-05-13,710.83,285.2,249.23913043478265
Alphabet,GOOG,2016-05-12,713.31,285.2,250.1086956521739
Alphabet,GOOG,2016-05-11,715.29,285.2,250.8029453015428
Alphabet,GOOG,2016-05-10,723.18,285.2,253.56942496493687
Alphabet,GOOG,2016-05-09,712.9,285.2,249.96493688639552
Alphabet,GOOG,2016-05-06,711.12,285.2,249.34081346423565
Alphabet,GOOG,2016-05-05,701.43,285.2,245.94319775596074
Alphabet,GOOG,2016-05-04,695.7,285.2,243.9340813464236
Alphabet,GOOG,2016-05-03,692.36,285.2,242.7629733520337
Alphabet,GOOG,2016-05-02,698.21,285.2,244.81416549789623
Alphabet,GOOG,2016-04-29,693.01,285.2,242.99088359046283
Alphabet,GOOG,2016-04-28,691.02,285.2,242.29312762973353
Alphabet,GOOG,2016-04-27,705.84,285.2,247.48948106591868
Alphabet,GOOG,2016-04-26,708.14,285.2,248.29593267882188
Alphabet,GOOG,2016-04-25,723.15,285.2,253.55890603085552
Alphabet,GOOG,2016-04-22,718.77,285.2,252.02314165497896
Alphabet,GOOG,2016-04-21,759.14,285.2,266.17812061711084
Alphabet,GOOG,2016-04-20,752.67,285.2,263.9095371669004
Alphabet,GOOG,2016-04-19,753.93,285.2,264.35133239831697
Alphabet,GOOG,2016-04-18,766.61,285.2,268.79733520336606
Alphabet,GOOG,2016-04-15,759,285.2,266.12903225806457
Alphabet,GOOG,2016-04-14,753.2,285.2,264.09537166900424
Alphabet,GOOG,2016-04-13,751.72,285.2,263.5764375876578
Alphabet,GOOG,2016-04-12,743.09,285.2,260.5504908835905
Alphabet,GOOG,2016-04-11,736.1,285.2,258.09957924263676
Alphabet,GOOG,2016-04-08,739.15,285.2,259.16900420757366
Alphabet,GOOG,2016-04-07,740.28,285.2,259.5652173913043
Alphabet,GOOG,2016-04-06,745.69,285.2,261.4621318373072
Alphabet,GOOG,2016-04-05,737.8,285.2,258.69565217391306
Alphabet,GOOG,2016-04-04,745.29,285.2,261.32187938288916
Alphabet,GOOG,2016-04-01,749.91,285.2,262.94179523141656
Alphabet,GOOG,2016-03-31,744.95,285.2,261.202664796634
Alphabet,GOOG,2016-03-30,750.53,285.2,263.1591865357644
Alphabet,GOOG,2016-03-29,744.77,285.2,261.13955119214586
Alphabet,GOOG,2016-03-28,733.53,285.2,257.1984572230014
Alphabet,GOOG,2016-03-24,735.3,285.2,257.8190743338008
Alphabet,GOOG,2016-03-23,738.06,285.2,258.7868162692847
Alphabet,GOOG,2016-03-22,740.75,285.2,259.73001402524545
Alphabet,GOOG,2016-03-21,742.09,285.2,260.19985974754564
Alphabet,GOOG,2016-03-18,737.6,285.2,258.62552594670404
Alphabet,GOOG,2016-03-17,737.78,285.2,258.6886395511922
Alphabet,GOOG,2016-03-16,736.09,285.2,258.0960729312763
Alphabet,GOOG,2016-03-15,728.33,285.2,255.37517531556807
Alphabet,GOOG,2016-03-14,730.49,285.2,256.132538569425
Alphabet,GOOG,2016-03-11,726.82,285.2,254.84572230014027
Alphabet,GOOG,2016-03-10,712.82,285.2,249.93688639551195
Alphabet,GOOG,2016-03-09,705.24,285.2,247.27910238429175
Alphabet,GOOG,2016-03-08,693.97,285.2,243.32748948106592
Alphabet,GOOG,2016-03-07,695.16,285.2,243.74474053295933
Alphabet,GOOG,2016-03-04,710.89,285.2,249.26016830294532
Alphabet,GOOG,2016-03-03,712.42,285.2,249.79663394109397
Alphabet,GOOG,2016-03-02,718.85,285.2,252.0511921458626
Alphabet,GOOG,2016-03-01,718.81,285.2,252.03716690042074
Alphabet,GOOG,2016-02-29,697.77,285.2,244.65988779803646
Alphabet,GOOG,2016-02-26,705.07,285.2,247.21949509116413
Alphabet,GOOG,2016-02-25,705.75,285.2,247.4579242636746
Alphabet,GOOG,2016-02-24,699.56,285.2,245.2875175315568
Alphabet,GOOG,2016-02-23,695.85,285.2,243.98667601683033
Alphabet,GOOG,2016-02-22,706.46,285.2,247.7068723702665
Alphabet,GOOG,2016-02-19,700.91,285.2,245.7608695652174
Alphabet,GOOG,2016-02-18,697.35,285.2,244.5126227208976
Alphabet,GOOG,2016-02-17,708.4,285.2,248.38709677419354
Alphabet,GOOG,2016-02-16,691,285.2,242.28611500701263
Alphabet,GOOG,2016-02-12,682.4,285.2,239.27068723702666
Alphabet,GOOG,2016-02-11,683.11,285.2,239.51963534361852
Alphabet,GOOG,2016-02-10,684.12,285.2,239.87377279102384
Alphabet,GOOG,2016-02-09,678.11,285.2,237.76647966339414
Alphabet,GOOG,2016-02-08,682.74,285.2,239.3899018232819
Alphabet,GOOG,2016-02-05,683.57,285.2,239.6809256661992
Alphabet,GOOG,2016-02-04,708.01,285.2,248.25035063113603
Alphabet,GOOG,2016-02-03,726.95,285.2,254.89130434782612
Alphabet,GOOG,2016-02-02,764.65,285.2,268.1100981767181
Alphabet,GOOG,2016-02-01,752,285.2,263.67461430575037
Alphabet,GOOG,2016-01-29,742.95,285.2,260.5014025245442
Alphabet,GOOG,2016-01-28,730.96,285.2,256.29733520336606
Alphabet,GOOG,2016-01-27,699.99,285.2,245.4382889200561
Alphabet,GOOG,2016-01-26,713.04,285.2,250.0140252454418
Alphabet,GOOG,2016-01-25,711.67,285.2,249.5336605890603
Alphabet,GOOG,2016-01-22,725.25,285.2,254.29523141654983
Alphabet,GOOG,2016-01-21,706.59,285.2,247.75245441795235
Alphabet,GOOG,2016-01-20,698.45,285.2,244.89831697054703
Alphabet,GOOG,2016-01-19,701.79,285.2,246.0694249649369
Alphabet,GOOG,2016-01-15,694.45,285.2,243.49579242636747
Alphabet,GOOG,2016-01-14,714.72,285.2,250.60308555399723
Alphabet,GOOG,2016-01-13,700.56,285.2,245.63814866760168
Alphabet,GOOG,2016-01-12,726.07,285.2,254.58274894810666
Alphabet,GOOG,2016-01-11,716.03,285.2,251.062412342216
Alphabet,GOOG,2016-01-08,714.47,285.2,250.51542776998602
Alphabet,GOOG,2016-01-07,726.39,285.2,254.69495091164097
Alphabet,GOOG,2016-01-06,743.62,285.2,260.7363253856943
Alphabet,GOOG,2016-01-05,742.58,285.2,260.3716690042076
Alphabet,GOOG,2016-01-04,741.84,285.2,260.11220196353435
Alphabet,GOOG,2015-12-31,758.88,285.2,266.0869565217391
Alphabet,GOOG,2015-12-30,771,285.2,270.3366058906031
Alphabet,GOOG,2015-12-29,776.6,285.2,272.3001402524544
Alphabet,GOOG,2015-12-28,762.51,285.2,267.359747545582
Alphabet,GOOG,2015-12-24,748.4,285.2,262.4123422159888
Alphabet,GOOG,2015-12-23,750.31,285.2,263.0820476858345
Alphabet,GOOG,2015-12-22,750,285.2,262.9733520336606
Alphabet,GOOG,2015-12-21,747.77,285.2,262.19144460028053
Alphabet,GOOG,2015-12-18,739.31,285.2,259.2251051893408
Alphabet,GOOG,2015-12-17,749.43,285.2,262.773492286115
Alphabet,GOOG,2015-12-16,758.09,285.2,265.8099579242637
Alphabet,GOOG,2015-12-15,743.4,285.2,260.6591865357644
Alphabet,GOOG,2015-12-14,747.77,285.2,262.19144460028053
Alphabet,GOOG,2015-12-11,738.87,285.2,259.0708274894811
Alphabet,GOOG,2015-12-10,749.46,285.2,262.78401122019636
Alphabet,GOOG,2015-12-09,751.61,285.2,263.53786816269286
Alphabet,GOOG,2015-12-08,762.37,285.2,267.31065918653576
Alphabet,GOOG,2015-12-07,763.25,285.2,267.6192145862553
Alphabet,GOOG,2015-12-04,766.81,285.2,268.867461430575
Alphabet,GOOG,2015-12-03,752.54,285.2,263.86395511921455
Alphabet,GOOG,2015-12-02,762.38,285.2,267.3141654978962
Alphabet,GOOG,2015-12-01,767.04,285.2,268.9481065918653
Alphabet,GOOG,2015-11-30,742.6,285.2,260.3786816269285
Alphabet,GOOG,2015-11-27,750.26,285.2,263.06451612903226
Alphabet,GOOG,2015-11-25,748.15,285.2,262.3246844319776
Alphabet,GOOG,2015-11-24,748.28,285.2,262.37026647966337
Alphabet,GOOG,2015-11-23,755.98,285.2,265.070126227209
Alphabet,GOOG,2015-11-20,756.6,285.2,265.28751753155683
Alphabet,GOOG,2015-11-19,738.41,285.2,258.90953716690046
Alphabet,GOOG,2015-11-18,740,285.2,259.4670406732118
Alphabet,GOOG,2015-11-17,725.3,285.2,254.31276297335202
Alphabet,GOOG,2015-11-16,728.96,285.2,255.59607293127632
Alphabet,GOOG,2015-11-13,717,285.2,251.40252454417956
Alphabet,GOOG,2015-11-12,731.23,285.2,256.3920056100982
Alphabet,GOOG,2015-11-11,735.4,285.2,257.8541374474054
Alphabet,GOOG,2015-11-10,728.32,285.2,255.3716690042076
Alphabet,GOOG,2015-11-09,724.89,285.2,254.16900420757364
Alphabet,GOOG,2015-11-06,733.76,285.2,257.2791023842917
Alphabet,GOOG,2015-11-05,731.25,285.2,256.39901823281906
Alphabet,GOOG,2015-11-04,728.11,285.2,255.29803646563818
Alphabet,GOOG,2015-11-03,722.16,285.2,253.2117812061711
Alphabet,GOOG,2015-11-02,721.11,285.2,252.843618513324
Alphabet,GOOG,2015-10-30,710.81,285.2,249.2321178120617
Alphabet,GOOG,2015-10-29,716.92,285.2,251.37447405329593
Alphabet,GOOG,2015-10-28,712.95,285.2,249.9824684431978
Alphabet,GOOG,2015-10-27,708.49,285.2,248.41865357643763
Alphabet,GOOG,2015-10-26,712.78,285.2,249.9228611500701
Alphabet,GOOG,2015-10-23,702,285.2,246.14305750350633
Alphabet,GOOG,2015-10-22,651.79,285.2,228.53786816269283
Alphabet,GOOG,2015-10-21,642.61,285.2,225.31907433380084
Alphabet,GOOG,2015-10-20,650.28,285.2,228.00841514726508
Alphabet,GOOG,2015-10-19,666.1,285.2,233.5553997194951
Alphabet,GOOG,2015-10-16,662.2,285.2,232.1879382889201
Alphabet,GOOG,2015-10-15,661.74,285.2,232.0266479663394
